Starting training...
Epoch 1/1000, Train Loss: 0.9337, Validation Loss: 0.5214, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 24/1000, Train Loss: 0.0292, Validation Loss: 0.0344, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 25/1000, Train Loss: 0.0260, Validation Loss: 0.0306, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 26/1000, Train Loss: 0.0232, Validation Loss: 0.0262, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 27/1000, Train Loss: 0.0218, Validation Loss: 0.0257, Train Accuracy: 0.9850, Validation Accuracy: 0.9856
Epoch 28/1000, Train Loss: 0.0204, Validation Loss: 0.0230, Train Accuracy: 0.9862, Validation Accuracy: 0.9889
Epoch 29/1000, Train Loss: 0.0172, Validation Loss: 0.0209, Train Accuracy: 0.9900, Validation Accuracy: 0.9933
Epoch 30/1000, Train Loss: 0.0145, Validation Loss: 0.0184, Train Accuracy: 0.9903, Validation Accuracy: 0.9922
Epoch 31/1000, Train Loss: 0.0123, Validation Loss: 0.0161, Train Accuracy: 0.9988, Validation Accuracy: 0.9978
Epoch 32/1000, Train Loss: 0.0104, Validation Loss: 0.0150, Train Accuracy: 0.9991, Validation Accuracy: 0.9978
Epoch 33/1000, Train Loss: 0.0090, Validation Loss: 0.0139, Train Accuracy: 0.9988, Validation Accuracy: 0.9978
Epoch 34/1000, Train Loss: 0.0081, Validation Loss: 0.0129, Train Accuracy: 0.9988, Validation Accuracy: 0.9978
Epoch 35/1000, Train Loss: 0.0076, Validation Loss: 0.0116, Train Accuracy: 0.9991, Validation Accuracy: 0.9978
Epoch 36/1000, Train Loss: 0.0066, Validation Loss: 0.0104, Train Accuracy: 0.9991, Validation Accuracy: 0.9978
Epoch 37/1000, Train Loss: 0.0062, Validation Loss: 0.0111, Train Accuracy: 0.9972, Validation Accuracy: 0.9967
Epoch 38/1000, Train Loss: 0.0060, Validation Loss: 0.0096, Train Accuracy: 0.9991, Validation Accuracy: 0.9989
Epoch 39/1000, Train Loss: 0.0058, Validation Loss: 0.0089, Train Accuracy: 0.9991, Validation Accuracy: 0.9989
Epoch 40/1000, Train Loss: 0.0053, Validation Loss: 0.0092, Train Accuracy: 0.9991, Validation Accuracy: 0.9978
Epoch 41/1000, Train Loss: 0.0049, Validation Loss: 0.0076, Train Accuracy: 0.9991, Validation Accuracy: 0.9989
Epoch 42/1000, Train Loss: 0.0046, Validation Loss: 0.0076, Train Accuracy: 0.9991, Validation Accuracy: 0.9989
Epoch 43/1000, Train Loss: 0.0042, Validation Loss: 0.0072, Train Accuracy: 0.9991, Validation Accuracy: 0.9978
Epoch 44/1000, Train Loss: 0.0037, Validation Loss: 0.0069, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 45/1000, Train Loss: 0.0036, Validation Loss: 0.0065, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 46/1000, Train Loss: 0.0033, Validation Loss: 0.0061, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 47/1000, Train Loss: 0.0032, Validation Loss: 0.0054, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 48/1000, Train Loss: 0.0029, Validation Loss: 0.0052, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 49/1000, Train Loss: 0.0027, Validation Loss: 0.0051, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 50/1000, Train Loss: 0.0026, Validation Loss: 0.0048, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 51/1000, Train Loss: 0.0025, Validation Loss: 0.0060, Train Accuracy: 0.9988, Validation Accuracy: 0.9989
Epoch 52/1000, Train Loss: 0.0023, Validation Loss: 0.0046, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 53/1000, Train Loss: 0.0022, Validation Loss: 0.0041, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 54/1000, Train Loss: 0.0021, Validation Loss: 0.0043, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 55/1000, Train Loss: 0.0024, Validation Loss: 0.0040, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 56/1000, Train Loss: 0.0023, Validation Loss: 0.0037, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 57/1000, Train Loss: 0.0022, Validation Loss: 0.0041, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 58/1000, Train Loss: 0.0023, Validation Loss: 0.0039, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 59/1000, Train Loss: 0.0024, Validation Loss: 0.0037, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 60/1000, Train Loss: 0.0026, Validation Loss: 0.0047, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 61/1000, Train Loss: 0.0025, Validation Loss: 0.0043, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 62/1000, Train Loss: 0.0026, Validation Loss: 0.0040, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 63/1000, Train Loss: 0.0025, Validation Loss: 0.0042, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 64/1000, Train Loss: 0.0023, Validation Loss: 0.0048, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 65/1000, Train Loss: 0.0021, Validation Loss: 0.0036, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 66/1000, Train Loss: 0.0019, Validation Loss: 0.0064, Train Accuracy: 0.9975, Validation Accuracy: 0.9989
Epoch 67/1000, Train Loss: 0.0018, Validation Loss: 0.0033, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 68/1000, Train Loss: 0.0016, Validation Loss: 0.0031, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 69/1000, Train Loss: 0.0014, Validation Loss: 0.0025, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 70/1000, Train Loss: 0.0014, Validation Loss: 0.0027, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 71/1000, Train Loss: 0.0013, Validation Loss: 0.0039, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 72/1000, Train Loss: 0.0012, Validation Loss: 0.0039, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 73/1000, Train Loss: 0.0015, Validation Loss: 0.0032, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 74/1000, Train Loss: 0.0016, Validation Loss: 0.0021, Train Accuracy: 0.9994, Validation Accuracy: 0.9989
Epoch 75/1000, Train Loss: 0.0015, Validation Loss: 0.0022, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 76/1000, Train Loss: 0.0013, Validation Loss: 0.0021, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 77/1000, Train Loss: 0.0013, Validation Loss: 0.0026, Train Accuracy: 0.9997, Validation Accuracy: 0.9978
Epoch 78/1000, Train Loss: 0.0014, Validation Loss: 0.0018, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 79/1000, Train Loss: 0.0012, Validation Loss: 0.0029, Train Accuracy: 0.9994, Validation Accuracy: 0.9978
Epoch 80/1000, Train Loss: 0.0010, Validation Loss: 0.0023, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 81/1000, Train Loss: 0.0009, Validation Loss: 0.0019, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 82/1000, Train Loss: 0.0011, Validation Loss: 0.0018, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 83/1000, Train Loss: 0.0012, Validation Loss: 0.0017, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 84/1000, Train Loss: 0.0009, Validation Loss: 0.0020, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 85/1000, Train Loss: 0.0009, Validation Loss: 0.0019, Train Accuracy: 0.9997, Validation Accuracy: 0.9989
Epoch 86/1000, Train Loss: 0.0008, Validation Loss: 0.0017, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 87/1000, Train Loss: 0.0008, Validation Loss: 0.0017, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
Epoch 88/1000, Train Loss: 0.0011, Validation Loss: 0.0015, Train Accuracy: 1.0000, Validation Accuracy: 0.9989
