Starting training...
Epoch 1/100, Train Loss: 0.5535, Validation Loss: 0.1725, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 83/100, Train Loss: 0.0045, Validation Loss: 0.0043, Train Accuracy: 1.0000, Validation Accuracy: 0.9992
Epoch 84/100, Train Loss: 0.0046, Validation Loss: 0.0052, Train Accuracy: 0.9993, Validation Accuracy: 0.9985
Epoch 85/100, Train Loss: 0.0046, Validation Loss: 0.0043, Train Accuracy: 0.9993, Validation Accuracy: 1.0000
Epoch 86/100, Train Loss: 0.0044, Validation Loss: 0.0046, Train Accuracy: 0.9998, Validation Accuracy: 0.9992
Epoch 87/100, Train Loss: 0.0050, Validation Loss: 0.0043, Train Accuracy: 0.9998, Validation Accuracy: 0.9992
Epoch 88/100, Train Loss: 0.0049, Validation Loss: 0.0035, Train Accuracy: 1.0000, Validation Accuracy: 1.0000
Epoch 89/100, Train Loss: 0.0043, Validation Loss: 0.0035, Train Accuracy: 1.0000, Validation Accuracy: 0.9992
Epoch 90/100, Train Loss: 0.0038, Validation Loss: 0.0035, Train Accuracy: 1.0000, Validation Accuracy: 0.9992
Epoch 91/100, Train Loss: 0.0039, Validation Loss: 0.0033, Train Accuracy: 0.9998, Validation Accuracy: 0.9992
Epoch 92/100, Train Loss: 0.0036, Validation Loss: 0.0040, Train Accuracy: 1.0000, Validation Accuracy: 0.9992
Epoch 93/100, Train Loss: 0.0039, Validation Loss: 0.0054, Train Accuracy: 0.9975, Validation Accuracy: 0.9969
Epoch 94/100, Train Loss: 0.0047, Validation Loss: 0.0029, Train Accuracy: 1.0000, Validation Accuracy: 1.0000
Epoch 95/100, Train Loss: 0.0051, Validation Loss: 0.0029, Train Accuracy: 0.9993, Validation Accuracy: 1.0000
Epoch 96/100, Train Loss: 0.0094, Validation Loss: 0.0066, Train Accuracy: 0.9993, Validation Accuracy: 1.0000
Epoch 97/100, Train Loss: 0.0043, Validation Loss: 0.0035, Train Accuracy: 0.9984, Validation Accuracy: 0.9977
Epoch 98/100, Train Loss: 0.0044, Validation Loss: 0.0037, Train Accuracy: 0.9993, Validation Accuracy: 0.9992
Epoch 99/100, Train Loss: 0.0038, Validation Loss: 0.0030, Train Accuracy: 1.0000, Validation Accuracy: 1.0000
Epoch 100/100, Train Loss: 0.0042, Validation Loss: 0.0047, Train Accuracy: 0.9970, Validation Accuracy: 0.9992
Training completed!
