id,normal,direct,slow,steal
156.254.177.30,1,0,0,0
187.135.195.17,1,0,0,0
166.88.131.27,0,0,1,0
197.34.206.38,1,0,0,0
205.56.157.119,1,0,0,0
204.217.148.231,1,0,0,0
202.176.25.244,1,0,0,0
88.22.166.87,1,0,0,0
46.85.101.115,1,0,0,0
41.19.209.90,1,0,0,0
185.124.183.255,1,0,0,0
167.169.226.119,1,0,0,0
177.90.251.120,1,0,0,0
8.156.67.84,1,0,0,0
3.81.42.70,1,0,0,0
158.120.94.169,1,0,0,0
22.54.30.69,1,0,0,0
137.29.85.227,1,0,0,0
56.72.134.76,1,0,0,0
215.160.127.74,1,0,0,0
65.67.193.217,1,0,0,0
40.79.254.7,1,0,0,0
133.128.21.219,1,0,0,0
194.141.203.194,1,0,0,0
227.134.51.116,1,0,0,0
163.242.231.139,1,0,0,0
165.13.95.192,1,0,0,0
154.222.207.21,1,0,0,0
43.43.205.134,1,0,0,0
159.130.126.82,1,0,0,0
76.81.203.96,1,0,0,0
102.151.29.141,1,0,0,0
195.223.238.245,1,0,0,0
244.119.206.242,1,0,0,0
128.189.200.114,1,0,0,0
138.65.2.113,1,0,0,0
154.109.245.95,1,0,0,0
160.161.246.163,1,0,0,0
227.102.227.52,1,0,0,0
12.238.138.245,1,0,0,0
3.217.181.119,1,0,0,0
3.112.56.28,1,0,0,0
214.99.27.22,1,0,0,0
184.111.24.131,1,0,0,0
97.62.41.221,1,0,0,0
100.116.202.233,1,0,0,0
118.136.51.114,1,0,0,0
95.236.162.172,1,0,0,0
17.59.76.232,1,0,0,0
242.247.195.236,1,0,0,0
55.93.131.134,1,0,0,0
198.196.221.226,1,0,0,0
155.144.25.191,1,0,0,0
79.244.251.185,1,0,0,0
15.234.123.176,1,0,0,0
236.177.97.192,1,0,0,0
79.57.113.173,1,0,0,0
193.56.171.153,1,0,0,0
67.34.164.105,1,0,0,0
201.148.241.9,1,0,0,0
67.245.50.26,1,0,0,0
70.228.144.120,1,0,0,0
119.26.85.196,1,0,0,0
125.250.98.118,1,0,0,0
47.140.158.97,1,0,0,0
243.94.19.130,1,0,0,0
13.175.45.180,1,0,0,0
221.164.1.126,1,0,0,0
168.175.3.195,1,0,0,0
237.166.193.49,1,0,0,0
106.46.115.176,1,0,0,0
95.181.242.73,1,0,0,0
230.68.190.13,1,0,0,0
137.9.220.169,1,0,0,0
123.111.38.80,1,0,0,0
80.82.63.249,1,0,0,0
34.56.133.39,0,0,1,0
99.231.132.34,1,0,0,0
102.216.79.5,1,0,0,0
60.115.36.34,1,0,0,0
161.209.197.130,1,0,0,0
43.206.187.144,1,0,0,0
140.226.174.104,1,0,0,0
175.32.241.156,1,0,0,0
79.4.39.244,1,0,0,0
5.223.200.10,1,0,0,0
10.166.9.92,0,0,1,0
41.245.176.98,1,0,0,0
128.102.74.108,1,0,0,0
51.53.98.112,1,0,0,0
87.164.207.138,1,0,0,0
155.23.87.73,1,0,0,0
71.89.207.159,1,0,0,0
172.52.15.53,1,0,0,0
163.15.105.16,1,0,0,0
203.127.89.88,1,0,0,0
47.126.246.29,1,0,0,0
148.131.161.197,1,0,0,0
155.144.108.54,1,0,0,0
33.162.91.77,1,0,0,0
146.46.113.37,1,0,0,0
142.20.146.230,1,0,0,0
120.20.156.143,1,0,0,0
65.132.29.8,1,0,0,0
238.92.183.130,1,0,0,0
20.89.140.4,1,0,0,0
227.67.129.215,1,0,0,0
69.59.185.111,1,0,0,0
2.8.101.187,1,0,0,0
222.93.169.8,1,0,0,0
65.168.50.64,1,0,0,0
51.169.36.13,1,0,0,0
155.107.142.66,1,0,0,0
59.92.212.18,1,0,0,0
201.251.255.188,1,0,0,0
143.184.139.112,1,0,0,0
141.5.47.187,1,0,0,0
222.137.230.16,1,0,0,0
255.255.188.173,1,0,0,0
214.240.120.103,1,0,0,0
164.226.109.33,1,0,0,0
1.206.76.92,1,0,0,0
246.31.64.252,1,0,0,0
104.124.89.117,1,0,0,0
112.18.149.253,1,0,0,0
116.50.46.138,1,0,0,0
1.104.61.142,1,0,0,0
62.187.29.58,1,0,0,0
165.197.191.185,1,0,0,0
161.210.121.75,1,0,0,0
184.106.229.143,1,0,0,0
65.175.135.77,1,0,0,0
225.135.117.220,1,0,0,0
169.101.207.73,1,0,0,0
74.88.183.45,1,0,0,0
217.184.44.252,1,0,0,0
237.23.34.6,1,0,0,0
163.190.124.6,1,0,0,0
164.48.111.143,1,0,0,0
10.122.116.1,1,0,0,0
144.100.197.113,1,0,0,0
230.207.97.70,1,0,0,0
169.56.87.46,1,0,0,0
66.52.231.184,1,0,0,0
119.242.173.205,1,0,0,0
58.83.69.60,1,0,0,0
216.8.197.80,1,0,0,0
182.128.127.118,1,0,0,0
14.106.4.255,1,0,0,0
168.141.103.197,1,0,0,0
146.101.250.145,1,0,0,0
15.25.110.15,1,0,0,0
196.239.17.87,1,0,0,0
246.68.159.112,1,0,0,0
199.166.177.63,1,0,0,0
90.171.182.239,1,0,0,0
126.70.57.211,1,0,0,0
80.152.197.125,1,0,0,0
98.254.249.30,1,0,0,0
61.49.243.14,1,0,0,0
148.145.106.151,1,0,0,0
237.200.130.19,1,0,0,0
31.120.109.134,1,0,0,0
154.215.83.139,0,0,1,0
161.42.252.172,1,0,0,0
16.159.21.154,1,0,0,0
6.23.95.80,1,0,0,0
177.163.60.104,1,0,0,0
124.26.78.5,1,0,0,0
95.83.212.2,1,0,0,0
176.86.8.74,0,0,1,0
208.212.87.46,1,0,0,0
100.239.79.18,1,0,0,0
26.152.32.141,1,0,0,0
238.159.104.222,1,0,0,0
244.162.178.224,1,0,0,0
67.127.194.95,1,0,0,0
137.134.63.59,1,0,0,0
254.92.2.19,1,0,0,0
216.217.37.75,1,0,0,0
141.133.247.240,1,0,0,0
238.59.76.242,1,0,0,0
182.94.56.114,1,0,0,0
122.219.6.98,1,0,0,0
93.202.245.199,1,0,0,0
240.77.40.130,1,0,0,0
220.3.149.78,1,0,0,0
79.179.189.179,1,0,0,0
47.189.177.199,1,0,0,0
212.4.254.63,1,0,0,0
35.55.168.233,1,0,0,0
9.192.196.1,1,0,0,0
64.250.34.17,1,0,0,0
174.124.243.221,1,0,0,0
135.226.151.185,1,0,0,0
240.232.5.162,1,0,0,0
5.14.253.247,1,0,0,0
85.182.37.19,1,0,0,0
138.42.214.134,1,0,0,0
217.25.211.254,1,0,0,0
139.204.161.248,1,0,0,0
224.147.112.125,1,0,0,0
127.81.170.69,1,0,0,0
112.111.94.26,1,0,0,0
104.89.36.169,1,0,0,0
39.19.98.49,1,0,0,0
175.71.232.183,1,0,0,0
156.132.14.154,1,0,0,0
140.170.175.132,1,0,0,0
208.172.32.236,1,0,0,0
141.189.146.248,1,0,0,0
94.61.192.252,1,0,0,0
182.130.167.145,1,0,0,0
14.164.237.39,1,0,0,0
59.22.229.171,1,0,0,0
71.164.69.234,1,0,0,0
191.12.69.71,0,0,1,0
24.91.236.84,1,0,0,0
93.61.10.155,1,0,0,0
53.25.230.125,1,0,0,0
36.21.164.115,1,0,0,0
56.9.157.232,1,0,0,0
168.182.162.251,1,0,0,0
21.51.233.142,1,0,0,0
144.110.248.13,1,0,0,0
57.72.246.213,1,0,0,0
139.137.162.4,1,0,0,0
84.250.118.73,0,0,1,0
109.218.41.28,1,0,0,0
46.142.219.252,1,0,0,0
166.123.82.255,1,0,0,0
71.178.28.63,1,0,0,0
25.92.29.211,1,0,0,0
43.182.72.249,1,0,0,0
134.164.200.110,1,0,0,0
91.94.249.41,1,0,0,0
251.48.133.59,1,0,0,0
17.253.84.164,1,0,0,0
115.245.179.57,1,0,0,0
169.93.93.174,1,0,0,0
77.213.124.160,1,0,0,0
209.36.17.121,1,0,0,0
42.242.131.174,1,0,0,0
16.6.58.76,1,0,0,0
177.244.251.20,1,0,0,0
183.51.41.60,1,0,0,0
62.4.198.75,1,0,0,0
103.110.59.67,1,0,0,0
251.245.128.66,1,0,0,0
222.99.214.179,1,0,0,0
137.70.70.159,1,0,0,0
236.180.83.249,1,0,0,0
37.32.138.249,1,0,0,0
94.1.96.56,1,0,0,0
81.116.109.192,1,0,0,0
38.56.203.192,0,0,1,0
133.14.18.244,1,0,0,0
157.137.232.221,1,0,0,0
145.188.98.111,1,0,0,0
72.253.145.165,1,0,0,0
42.23.238.53,1,0,0,0
209.192.16.147,1,0,0,0
204.214.128.27,1,0,0,0
228.94.189.150,1,0,0,0
53.86.43.5,1,0,0,0
27.48.13.151,1,0,0,0
121.214.115.117,1,0,0,0
145.30.224.223,1,0,0,0
112.84.46.170,1,0,0,0
196.232.147.168,1,0,0,0
194.183.196.217,1,0,0,0
34.231.155.40,1,0,0,0
6.227.93.167,1,0,0,0
199.245.15.90,1,0,0,0
96.18.123.184,1,0,0,0
127.110.251.112,1,0,0,0
213.181.87.1,1,0,0,0
134.157.31.57,1,0,0,0
87.122.49.40,1,0,0,0
50.12.104.191,1,0,0,0
208.74.64.118,1,0,0,0
57.235.137.97,1,0,0,0
181.9.112.131,1,0,0,0
157.190.87.217,1,0,0,0
107.215.13.205,1,0,0,0
32.250.49.66,1,0,0,0
119.17.242.229,1,0,0,0
19.162.85.89,1,0,0,0
211.217.241.224,1,0,0,0
99.232.4.124,1,0,0,0
158.63.253.99,1,0,0,0
93.140.147.80,1,0,0,0
94.76.14.32,1,0,0,0
190.96.74.123,1,0,0,0
108.209.34.191,1,0,0,0
214.95.46.82,1,0,0,0
22.74.68.66,1,0,0,0
118.49.255.91,1,0,0,0
122.226.80.52,1,0,0,0
22.76.5.241,1,0,0,0
250.241.137.204,1,0,0,0
98.81.33.131,1,0,0,0
60.3.81.57,1,0,0,0
32.87.162.16,1,0,0,0
252.183.187.56,1,0,0,0
248.135.65.220,1,0,0,0
98.141.72.56,1,0,0,0
241.208.126.34,1,0,0,0
104.149.167.235,1,0,0,0
97.120.82.167,1,0,0,0
213.144.34.224,1,0,0,0
3.154.164.238,1,0,0,0
134.116.23.170,1,0,0,0
107.224.43.192,1,0,0,0
182.255.142.22,1,0,0,0
11.12.146.190,1,0,0,0
59.118.232.123,1,0,0,0
106.236.113.135,1,0,0,0
101.127.145.243,1,0,0,0
142.172.17.14,1,0,0,0
232.189.161.61,1,0,0,0
76.93.184.20,1,0,0,0
97.243.126.119,1,0,0,0
4.89.61.58,1,0,0,0
228.44.65.162,1,0,0,0
191.243.185.153,1,0,0,0
228.148.218.162,1,0,0,0
64.239.234.6,1,0,0,0
76.5.36.168,1,0,0,0
64.171.127.117,1,0,0,0
236.65.129.126,1,0,0,0
69.135.1.148,1,0,0,0
201.121.201.154,1,0,0,0
75.102.254.171,1,0,0,0
237.44.55.179,1,0,0,0
77.240.81.51,1,0,0,0
175.69.172.145,1,0,0,0
228.26.57.36,1,0,0,0
179.153.129.166,1,0,0,0
222.153.9.4,1,0,0,0
185.218.144.200,1,0,0,0
135.131.1.66,1,0,0,0
201.57.151.1,1,0,0,0
161.24.16.64,1,0,0,0
36.70.2.19,1,0,0,0
25.124.189.30,1,0,0,0
158.24.107.242,1,0,0,0
48.217.119.67,1,0,0,0
51.188.138.64,1,0,0,0
29.64.253.224,1,0,0,0
92.56.220.54,1,0,0,0
43.40.90.88,1,0,0,0
251.17.150.217,1,0,0,0
61.23.167.182,1,0,0,0
105.13.35.146,1,0,0,0
252.217.191.135,1,0,0,0
168.251.36.22,1,0,0,0
164.36.62.179,1,0,0,0
198.76.59.100,1,0,0,0
116.116.112.91,1,0,0,0
76.49.97.83,1,0,0,0
68.50.193.245,1,0,0,0
106.61.167.91,1,0,0,0
254.189.44.167,1,0,0,0
11.215.166.128,1,0,0,0
197.148.189.83,1,0,0,0
212.242.57.45,1,0,0,0
50.55.81.155,1,0,0,0
102.144.51.229,1,0,0,0
20.245.42.168,1,0,0,0
136.221.161.17,1,0,0,0
218.141.150.79,1,0,0,0
166.32.36.13,1,0,0,0
34.119.244.190,1,0,0,0
16.35.127.67,1,0,0,0
30.138.212.92,1,0,0,0
13.54.56.147,1,0,0,0
203.177.239.217,1,0,0,0
249.146.79.13,1,0,0,0
109.149.121.219,1,0,0,0
171.187.198.80,1,0,0,0
106.116.210.75,1,0,0,0
152.53.241.7,1,0,0,0
208.88.91.157,1,0,0,0
11.103.167.102,1,0,0,0
28.42.60.233,1,0,0,0
119.90.183.218,1,0,0,0
180.141.232.59,1,0,0,0
17.255.145.133,1,0,0,0
48.196.47.154,1,0,0,0
135.15.86.105,1,0,0,0
42.148.248.54,1,0,0,0
233.34.116.231,1,0,0,0
244.170.178.30,1,0,0,0
58.37.245.154,1,0,0,0
198.33.229.248,1,0,0,0
199.183.24.97,1,0,0,0
96.217.22.130,1,0,0,0
40.78.235.176,1,0,0,0
216.81.9.136,1,0,0,0
222.250.127.218,1,0,0,0
190.94.147.129,1,0,0,0
169.233.57.24,1,0,0,0
103.172.176.183,1,0,0,0
108.24.21.203,1,0,0,0
183.100.136.233,1,0,0,0
84.10.161.1,1,0,0,0
243.31.198.177,1,0,0,0
159.196.240.121,1,0,0,0
204.254.7.123,1,0,0,0
206.28.17.42,1,0,0,0
43.243.197.66,1,0,0,0
250.218.248.14,1,0,0,0
228.27.235.230,1,0,0,0
149.82.91.153,1,0,0,0
184.150.158.117,1,0,0,0
219.135.51.53,1,0,0,0
255.202.174.237,1,0,0,0
66.223.146.57,1,0,0,0
23.164.155.223,1,0,0,0
184.47.3.38,1,0,0,0
83.58.155.196,1,0,0,0
12.157.70.214,1,0,0,0
39.23.153.131,1,0,0,0
248.104.186.189,1,0,0,0
2.103.140.115,1,0,0,0
229.113.231.236,1,0,0,0
180.119.239.196,1,0,0,0
60.166.5.97,1,0,0,0
172.209.200.227,1,0,0,0
70.238.75.145,1,0,0,0
207.190.57.130,1,0,0,0
202.19.169.135,1,0,0,0
166.127.37.198,1,0,0,0
63.241.92.228,1,0,0,0
42.167.79.79,1,0,0,0
166.243.165.160,1,0,0,0
96.21.60.88,1,0,0,0
158.85.91.148,1,0,0,0
135.78.213.241,1,0,0,0
74.14.147.188,1,0,0,0
206.235.236.96,1,0,0,0
92.227.89.101,1,0,0,0
66.37.191.145,1,0,0,0
13.23.90.16,1,0,0,0
14.39.173.218,1,0,0,0
180.134.229.205,1,0,0,0
189.5.116.82,1,0,0,0
243.235.248.180,1,0,0,0
243.6.110.177,1,0,0,0
114.155.163.59,1,0,0,0
212.79.208.154,1,0,0,0
103.238.113.241,1,0,0,0
140.117.28.68,1,0,0,0
34.110.228.71,1,0,0,0
189.233.242.202,1,0,0,0
93.45.33.134,1,0,0,0
165.74.221.160,1,0,0,0
177.175.137.45,1,0,0,0
204.123.131.50,1,0,0,0
175.79.33.168,1,0,0,0
208.94.215.218,1,0,0,0
177.17.209.24,1,0,0,0
242.78.8.94,1,0,0,0
235.186.38.15,1,0,0,0
105.216.157.55,1,0,0,0
129.105.182.106,1,0,0,0
212.59.15.253,1,0,0,0
159.137.8.204,1,0,0,0
115.166.84.135,1,0,0,0
111.204.157.150,1,0,0,0
234.170.42.7,1,0,0,0
97.56.63.173,1,0,0,0
157.148.182.191,1,0,0,0
89.23.61.183,1,0,0,0
148.36.218.28,1,0,0,0
61.111.77.105,1,0,0,0
42.220.231.187,1,0,0,0
136.19.76.217,1,0,0,0
199.47.41.214,1,0,0,0
136.7.125.253,1,0,0,0
58.60.42.252,1,0,0,0
30.168.110.69,1,0,0,0
145.224.186.29,1,0,0,0
179.128.141.132,1,0,0,0
232.96.226.10,1,0,0,0
120.6.168.249,1,0,0,0
129.62.93.18,1,0,0,0
13.63.156.204,1,0,0,0
161.137.166.107,1,0,0,0
170.100.13.178,1,0,0,0
207.206.68.100,1,0,0,0
114.11.105.180,1,0,0,0
22.212.129.183,1,0,0,0
104.203.81.129,1,0,0,0
53.94.10.109,1,0,0,0
191.20.138.86,1,0,0,0
108.137.238.147,1,0,0,0
192.110.37.102,1,0,0,0
242.115.116.219,1,0,0,0
224.250.110.190,1,0,0,0
254.205.195.112,1,0,0,0
218.35.41.51,1,0,0,0
206.189.182.172,1,0,0,0
134.226.233.71,1,0,0,0
101.238.249.102,1,0,0,0
226.199.20.228,1,0,0,0
83.41.50.186,1,0,0,0
83.20.149.252,1,0,0,0
224.185.216.163,1,0,0,0
148.180.120.202,1,0,0,0
216.152.66.12,1,0,0,0
210.192.50.32,1,0,0,0
247.107.69.45,1,0,0,0
243.76.150.240,1,0,0,0
12.168.94.200,1,0,0,0
117.165.44.81,1,0,0,0
76.64.190.136,1,0,0,0
51.25.189.178,1,0,0,0
227.19.56.109,1,0,0,0
166.99.249.54,1,0,0,0
101.195.238.193,1,0,0,0
3.179.242.57,1,0,0,0
175.231.190.247,1,0,0,0
23.33.119.44,1,0,0,0
62.122.105.95,1,0,0,0
231.163.200.162,1,0,0,0
148.239.244.151,1,0,0,0
233.1.209.244,1,0,0,0
223.41.104.184,1,0,0,0
121.152.169.82,1,0,0,0
148.7.228.11,1,0,0,0
5.165.178.200,1,0,0,0
66.8.205.181,1,0,0,0
47.184.197.18,1,0,0,0
38.33.224.19,1,0,0,0
84.163.120.247,1,0,0,0
31.234.76.128,1,0,0,0
127.85.162.139,1,0,0,0
81.20.255.138,1,0,0,0
151.19.242.34,1,0,0,0
252.145.83.55,1,0,0,0
138.11.184.76,1,0,0,0
229.17.135.222,1,0,0,0
153.243.160.71,1,0,0,0
254.131.103.28,1,0,0,0
128.220.211.139,1,0,0,0
97.234.98.176,1,0,0,0
90.168.243.156,1,0,0,0
97.203.225.148,1,0,0,0
3.182.106.191,1,0,0,0
51.93.153.40,1,0,0,0
214.232.245.86,1,0,0,0
51.245.234.42,1,0,0,0
208.132.54.112,1,0,0,0
242.174.46.16,1,0,0,0
238.11.68.127,1,0,0,0
254.10.241.237,1,0,0,0
183.154.223.88,1,0,0,0
208.86.128.236,1,0,0,0
35.201.12.251,1,0,0,0
120.8.245.197,1,0,0,0
152.203.120.159,1,0,0,0
253.112.120.189,1,0,0,0
150.205.218.96,1,0,0,0
88.225.177.142,1,0,0,0
78.208.121.3,1,0,0,0
71.11.149.89,1,0,0,0
42.176.78.245,1,0,0,0
151.75.134.142,1,0,0,0
46.199.235.45,1,0,0,0
179.114.179.138,1,0,0,0
226.235.214.202,1,0,0,0
229.36.112.123,1,0,0,0
75.233.110.15,1,0,0,0
118.239.117.15,1,0,0,0
3.33.23.234,1,0,0,0
239.203.142.248,1,0,0,0
11.115.54.220,1,0,0,0
92.106.69.146,1,0,0,0
149.81.188.200,1,0,0,0
121.201.160.250,1,0,0,0
10.232.171.35,1,0,0,0
225.18.126.211,1,0,0,0
137.14.129.97,0,0,1,0
79.20.11.72,1,0,0,0
86.7.111.184,1,0,0,0
172.17.24.106,1,0,0,0
19.114.7.175,1,0,0,0
251.46.71.113,1,0,0,0
222.74.92.171,1,0,0,0
62.119.86.238,1,0,0,0
195.53.88.139,1,0,0,0
161.53.164.171,1,0,0,0
46.201.248.106,1,0,0,0
19.131.60.22,1,0,0,0
72.22.14.71,1,0,0,0
92.97.8.8,1,0,0,0
89.40.198.163,1,0,0,0
173.224.39.104,1,0,0,0
6.216.192.227,1,0,0,0
10.132.30.24,1,0,0,0
102.130.99.102,1,0,0,0
201.250.240.211,1,0,0,0
129.63.152.131,1,0,0,0
38.245.44.110,1,0,0,0
23.11.234.69,1,0,0,0
211.47.72.62,1,0,0,0
247.254.216.181,1,0,0,0
47.73.49.140,1,0,0,0
205.2.187.12,1,0,0,0
239.56.215.111,1,0,0,0
136.176.145.101,1,0,0,0
164.94.27.38,1,0,0,0
54.161.67.114,1,0,0,0
189.38.60.10,1,0,0,0
162.78.67.72,1,0,0,0
221.156.216.5,1,0,0,0
15.188.88.128,1,0,0,0
109.91.15.50,1,0,0,0
205.214.173.118,1,0,0,0
255.43.237.178,1,0,0,0
35.151.188.65,1,0,0,0
84.5.5.117,1,0,0,0
145.18.39.172,1,0,0,0
126.138.76.202,1,0,0,0
212.142.158.116,1,0,0,0
50.42.177.226,1,0,0,0
30.90.62.32,1,0,0,0
158.29.229.146,1,0,0,0
18.219.216.249,1,0,0,0
171.114.114.99,1,0,0,0
43.227.130.153,1,0,0,0
55.186.203.183,1,0,0,0
11.11.138.129,1,0,0,0
161.182.184.69,1,0,0,0
161.43.254.109,1,0,0,0
42.80.221.74,1,0,0,0
152.75.243.193,1,0,0,0
136.82.227.26,1,0,0,0
79.136.108.132,1,0,0,0
253.199.232.21,1,0,0,0
225.83.145.62,1,0,0,0
203.177.1.161,1,0,0,0
188.54.18.103,1,0,0,0
126.121.186.58,1,0,0,0
10.50.109.175,1,0,0,0
84.217.13.15,1,0,0,0
225.83.113.242,1,0,0,0
241.170.228.179,1,0,0,0
85.80.72.5,1,0,0,0
101.205.98.7,1,0,0,0
87.44.64.210,1,0,0,0
237.66.252.111,1,0,0,0
69.221.117.83,1,0,0,0
235.67.153.220,1,0,0,0
153.67.19.38,1,0,0,0
96.113.67.97,1,0,0,0
90.225.161.231,1,0,0,0
30.114.4.220,1,0,0,0
136.47.252.208,1,0,0,0
50.103.214.182,1,0,0,0
81.222.145.3,1,0,0,0
247.250.148.209,1,0,0,0
165.82.115.140,1,0,0,0
182.63.55.187,1,0,0,0
51.133.164.235,1,0,0,0
158.251.179.81,1,0,0,0
2.175.121.188,1,0,0,0
253.158.216.200,1,0,0,0
66.166.25.12,1,0,0,0
232.89.174.23,1,0,0,0
229.214.189.166,1,0,0,0
34.229.236.193,1,0,0,0
5.105.161.129,1,0,0,0
