id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
33,proxy33,0.9,1.16,0.85,0.9,1.0,0.93,7,0
34,proxy34,0.68,0.75,0.98,0.68,1.0,0.93,7,0
35,proxy35,0.94,0.76,1.09,0.94,1.01,0.93,7,0
36,proxy36,1.67,1.27,0.66,1.67,1.01,1.6,12,0
37,proxy37,1.7,1.1,1.13,1.7,1.01,2.0,15,0
38,proxy38,1.76,0.85,0.8,1.76,1.0,1.47,11,0
39,proxy39,0.91,0.84,1.32,0.91,1.0,0.8,6,0
40,proxy40,0.77,1.24,0.87,0.77,1.0,0.67,5,0
41,proxy41,1.52,0.7,1.24,1.52,1.02,1.73,13,0
42,proxy42,0.13,1.04,0.98,0.12,0.98,0.27,2,0
43,proxy43,1.35,0.83,0.93,1.35,1.0,1.33,10,0
44,proxy44,0.67,0.96,1.32,0.67,0.99,0.8,6,0
45,proxy45,1.57,0.73,0.9,1.57,1.0,1.33,10,0
46,proxy46,0.95,0.98,1.11,0.95,1.0,1.07,8,0
47,proxy47,0.85,0.72,1.27,0.85,1.0,1.07,8,0
48,proxy48,0.82,1.0,1.01,0.82,0.99,0.8,6,0
49,proxy49,1.16,1.14,0.69,1.16,1.0,0.93,7,0
50,proxy50,0.99,1.16,1.05,0.99,1.0,1.33,10,0
51,proxy51,0.8,0.97,0.87,0.8,1.0,0.93,7,0
52,proxy52,1.42,1.08,0.74,1.42,0.99,1.07,8,0
53,proxy53,1.74,0.72,1.22,1.74,1.01,1.73,13,0
54,proxy54,0.12,1.25,1.13,0.12,0.98,0.27,2,0
55,proxy55,0.82,0.73,1.27,0.82,1.0,1.07,8,0
56,proxy56,1.12,0.85,0.7,1.12,1.01,1.2,9,0
57,proxy57,0.88,1.15,1.23,0.88,1.0,1.07,8,0
58,proxy58,1.56,0.98,0.78,1.56,1.0,1.2,9,0
59,proxy59,1.46,0.97,0.75,1.46,1.02,1.6,12,0
60,proxy60,1.41,1.11,1.13,1.41,1.0,1.33,10,0
61,proxy61,0.56,0.97,0.73,0.56,0.99,0.8,6,0
62,proxy62,1.34,0.78,1.01,1.34,1.01,1.6,12,0
63,proxy63,1.05,0.85,1.04,1.05,1.0,1.2,9,0
64,proxy64,1.42,1.11,1.19,1.42,1.01,1.33,10,0
65,proxy65,1.99,1.13,0.75,1.99,1.01,1.87,14,0
66,proxy66,0.5,0.73,1.3,0.5,1.0,0.93,7,0
67,proxy67,0.99,1.24,0.91,0.99,1.0,0.8,6,0
68,proxy68,1.03,1.1,0.69,1.03,0.99,1.07,8,0
69,proxy69,1.16,1.16,1.11,1.16,1.0,1.2,9,0
70,proxy70,1.15,1.25,1.07,1.15,1.0,1.07,8,0
71,proxy71,0.68,0.96,1.17,0.68,1.0,0.8,6,0
72,proxy72,1.86,1.0,1.0,1.86,1.01,1.47,11,0
73,proxy73,1.6,0.73,0.87,1.6,1.0,1.6,12,0
74,proxy74,0.94,0.84,1.27,0.94,1.0,0.93,7,0
75,proxy75,1.58,1.14,1.08,1.58,1.0,1.47,11,0
76,proxy76,0.72,0.72,0.91,0.72,0.99,0.8,6,0
77,proxy77,0.67,1.16,0.74,0.67,1.0,0.67,5,0
78,proxy78,0.72,0.78,0.97,0.72,1.0,0.93,7,0
79,proxy79,0.9,1.03,1.02,0.9,0.99,0.93,7,0
80,proxy80,1.07,0.8,0.74,1.07,1.0,1.07,8,0
81,proxy81,1.02,0.71,1.08,1.02,0.99,0.93,7,0
82,proxy82,1.06,1.06,1.24,1.06,1.0,1.33,10,0
83,proxy83,1.66,0.94,1.26,1.66,1.01,1.33,10,0
84,proxy84,1.37,1.05,1.25,1.37,1.01,1.47,11,0
85,proxy85,0.41,1.25,0.9,0.41,1.0,0.93,7,0
86,proxy86,0.6,1.01,1.07,0.6,1.0,0.67,5,0
87,proxy87,0.8,0.73,0.84,0.8,1.0,0.93,7,0
88,proxy88,0.25,1.04,0.96,0.25,0.99,0.4,3,0
89,proxy89,1.09,1.05,1.19,1.09,1.0,0.93,7,0
90,proxy90,0.67,1.28,1.21,0.67,1.0,0.93,7,0
91,proxy91,1.58,1.03,1.0,1.58,1.01,1.6,12,0
92,proxy92,1.28,1.23,1.08,1.28,1.0,1.07,8,0
93,proxy93,0.85,1.17,0.97,0.85,1.0,0.93,7,0
94,proxy94,0.57,0.76,1.21,0.57,0.99,0.67,5,0
95,proxy95,1.53,1.29,0.82,1.53,1.02,1.87,14,0
96,proxy96,2.22,1.06,0.88,2.22,1.02,1.87,14,0
97,proxy97,1.01,0.92,0.96,1.01,0.99,0.67,5,0
98,proxy98,1.01,0.99,1.19,1.01,0.99,1.07,8,0
99,proxy99,1.11,1.22,1.14,1.11,1.0,0.93,7,0
100,proxy100,1.04,0.96,1.14,1.04,1.01,1.07,8,0
