id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
39,proxy39,41.23,0.78,3.55,374.16,5.65,0.86,6,1
40,proxy40,0.83,0.99,1.2,0.83,1.0,0.86,6,0
41,proxy41,1.11,0.91,1.23,1.12,1.0,0.86,6,0
42,proxy42,0.1,1.09,1.12,0.1,0.99,0.14,1,0
43,proxy43,0.94,0.89,0.79,0.95,1.01,1.0,7,0
44,proxy44,0.82,1.39,0.68,0.83,1.0,0.71,5,0
45,proxy45,1.64,0.98,1.25,1.65,1.01,1.14,8,0
46,proxy46,1.17,1.04,0.89,1.18,1.01,1.0,7,0
47,proxy47,0.96,1.0,1.19,0.96,1.0,1.14,8,0
48,proxy48,1.43,1.02,1.19,1.44,1.0,1.0,7,0
49,proxy49,0.76,1.13,1.02,0.76,1.0,0.86,6,0
50,proxy50,1.37,0.72,0.9,1.38,1.0,1.0,7,0
51,proxy51,0.16,1.39,0.77,0.16,0.99,0.29,2,0
52,proxy52,0.48,1.18,0.96,0.48,0.99,0.71,5,0
53,proxy53,1.06,0.96,0.79,1.06,1.0,0.86,6,0
54,proxy54,1.06,1.14,1.23,1.06,0.99,1.0,7,0
55,proxy55,1.68,0.71,1.0,1.69,1.0,1.43,10,0
56,proxy56,1.05,1.0,0.91,1.06,1.0,1.0,7,0
57,proxy57,0.92,0.97,0.88,0.92,1.0,0.71,5,0
58,proxy58,0.33,0.98,1.22,0.33,1.0,0.57,4,0
59,proxy59,0.27,1.32,0.8,0.28,1.0,0.71,5,0
60,proxy60,0.47,0.76,0.8,0.47,1.0,0.57,4,0
61,proxy61,26.25,0.83,7.12,1.42,10.15,4.29,10,0
62,proxy62,0.34,0.87,1.2,0.35,0.99,0.43,3,0
63,proxy63,1.43,0.82,0.78,1.44,1.0,1.0,7,0
64,proxy64,0.92,1.07,0.99,0.92,1.0,0.86,6,0
65,proxy65,1.79,0.72,1.1,1.8,1.01,1.57,11,0
66,proxy66,8.84,1.34,0.8,8.9,1.03,2.0,14,1
67,proxy67,0.99,0.87,0.81,1.0,1.01,0.86,6,0
68,proxy68,0.76,0.78,0.78,0.77,0.99,0.57,4,0
69,proxy69,0.97,0.95,1.16,0.98,0.99,0.71,5,0
70,proxy70,1.22,0.82,0.76,1.22,1.0,1.0,7,0
71,proxy71,1.34,1.02,1.17,1.35,1.01,1.43,10,0
72,proxy72,0.39,1.28,1.17,0.39,1.0,0.43,3,0
73,proxy73,1.47,0.92,1.1,1.48,1.01,1.43,10,0
74,proxy74,0.54,1.21,0.66,0.54,0.99,0.57,4,0
75,proxy75,27.74,0.9,5.41,0.99,10.61,3.71,6,0
76,proxy76,1.16,0.98,1.26,1.17,1.0,1.0,7,0
77,proxy77,21.15,1.2,5.77,7.82,9.86,3.57,5,1
78,proxy78,0.38,0.86,0.64,0.38,0.99,0.43,3,0
79,proxy79,1.05,0.71,1.04,1.06,1.0,1.0,7,0
80,proxy80,1.56,0.77,0.79,1.57,1.01,1.29,9,0
81,proxy81,0.73,1.14,0.7,0.73,1.0,0.57,4,0
82,proxy82,1.04,1.3,0.81,1.04,1.0,1.0,7,0
83,proxy83,0.99,1.4,0.95,0.99,1.0,0.86,6,0
84,proxy84,9.18,1.33,5.33,1.55,7.91,4.0,8,0
85,proxy85,0.66,1.08,0.74,0.67,1.0,0.71,5,0
86,proxy86,0.62,0.85,0.78,0.63,1.0,0.71,5,0
87,proxy87,0.6,1.06,1.23,0.6,0.99,1.0,7,0
88,proxy88,0.8,1.0,0.79,0.81,1.0,1.0,7,0
89,proxy89,1.31,1.31,1.18,1.31,1.01,1.29,9,0
90,proxy90,2.11,0.86,1.23,2.13,1.01,1.43,10,0
91,proxy91,0.84,0.94,1.14,0.85,1.0,0.71,5,0
92,proxy92,1.01,1.26,1.17,1.02,1.0,1.0,7,0
93,proxy93,2.24,0.97,1.02,2.25,1.02,2.0,14,0
94,proxy94,1.38,1.23,0.91,1.38,1.0,1.0,7,0
95,proxy95,1.27,1.28,1.06,1.28,1.0,1.0,7,0
96,proxy96,1.68,0.95,0.82,1.69,1.01,1.29,9,0
97,proxy97,0.71,0.95,1.08,0.72,1.0,0.57,4,0
98,proxy98,0.83,0.84,0.86,0.83,1.0,0.86,6,0
99,proxy99,1.0,1.01,0.66,1.01,1.0,0.57,4,0
100,proxy100,1.08,1.33,1.01,1.08,1.0,1.14,8,0
101,proxy101,1.08,1.26,0.82,1.09,1.0,0.86,6,0
102,proxy102,1.34,1.36,0.66,1.35,1.0,0.86,6,0
103,proxy103,10.61,1.04,1.16,10.68,1.02,1.43,10,1
104,proxy104,1.02,0.74,0.82,1.03,1.0,0.86,6,0
105,proxy105,1.1,0.95,1.16,1.1,1.01,1.14,8,0
106,proxy106,41.82,1.2,3.2,397.39,5.31,1.0,7,1
107,proxy107,0.99,0.86,0.96,0.99,0.99,1.0,7,0
108,proxy108,1.38,1.29,1.18,1.39,1.01,1.29,9,0
109,proxy109,1.44,0.81,1.13,1.45,1.0,1.14,8,0
110,proxy110,1.32,0.94,0.85,1.33,1.0,1.14,8,0
111,proxy111,0.99,0.99,1.07,1.0,0.99,0.86,6,0
112,proxy112,1.81,0.9,0.89,1.82,1.0,1.14,8,0
113,proxy113,0.81,1.2,0.83,0.81,1.0,0.71,5,0
114,proxy114,1.25,1.02,0.87,1.26,1.0,1.29,9,0
115,proxy115,0.8,0.93,1.17,0.81,1.0,0.86,6,0
116,proxy116,1.04,1.31,0.68,1.05,1.0,0.71,5,0
117,proxy117,0.63,0.72,0.74,0.63,0.99,0.86,6,0
118,proxy118,1.13,0.99,0.92,1.13,1.0,1.0,7,0
119,proxy119,1.0,1.34,1.2,1.01,1.0,1.0,7,0
120,proxy120,2.12,1.08,0.72,2.13,1.01,2.0,14,0
121,proxy121,0.64,1.23,0.69,0.65,0.99,0.71,5,0
122,proxy122,24.11,1.31,4.37,1.19,10.7,4.0,8,0
123,proxy123,30.49,1.1,7.01,1.2,10.68,3.71,6,0
124,proxy124,49.54,1.24,3.65,349.22,4.26,1.29,9,1
125,proxy125,0.16,0.98,1.1,0.16,0.99,0.43,3,0
126,proxy126,0.36,0.77,1.21,0.37,0.99,0.29,2,0
127,proxy127,0.89,1.33,0.68,0.9,1.0,0.71,5,0
128,proxy128,1.27,1.26,1.15,1.28,0.99,1.0,7,0
129,proxy129,0.2,1.1,1.24,0.21,0.99,0.29,2,0
130,proxy130,0.87,0.78,1.24,0.88,1.0,0.86,6,0
131,proxy131,0.85,1.17,0.97,0.86,1.0,0.71,5,0
132,proxy132,0.75,0.75,1.11,0.76,0.99,0.86,6,0
133,proxy133,1.38,1.39,0.67,1.39,1.0,1.0,7,0
134,proxy134,1.01,1.04,0.89,1.02,1.01,1.0,7,0
135,proxy135,0.76,0.97,1.17,0.77,0.99,0.71,5,0
136,proxy136,1.22,1.27,1.15,1.23,1.01,1.43,10,0
137,proxy137,2.0,1.37,1.11,2.01,1.02,1.71,12,0
138,proxy138,1.06,1.17,0.72,1.07,1.0,1.0,7,0
139,proxy139,1.3,1.26,0.73,1.31,1.01,1.43,10,0
140,proxy140,12.83,1.14,1.26,12.91,1.0,0.71,5,1
141,proxy141,0.82,0.73,1.08,0.83,1.0,0.57,4,0
142,proxy142,0.52,1.11,0.84,0.52,0.99,0.57,4,0
143,proxy143,0.83,1.0,1.2,0.84,1.0,0.71,5,0
144,proxy144,33.25,1.32,3.09,485.96,4.61,0.57,4,1
145,proxy145,1.15,0.81,0.97,1.16,0.99,0.71,5,0
146,proxy146,1.12,0.73,1.21,1.13,1.0,1.0,7,0
147,proxy147,29.58,0.87,6.82,1.56,6.72,4.29,10,0
148,proxy148,1.36,1.25,1.02,1.37,1.0,1.14,8,0
149,proxy149,0.57,1.07,1.21,0.58,0.99,0.71,5,0
150,proxy150,0.3,0.81,1.2,0.3,0.99,0.57,4,0
