id,normal,direct,slow,steal
174.37.192.78,1,0,0,0
119.137.210.64,1,0,0,0
32.10.217.9,1,0,0,0
172.190.176.196,1,0,0,0
147.109.82.233,1,0,0,0
114.171.114.100,1,0,0,0
128.49.130.238,1,0,0,0
30.55.190.235,1,0,0,0
125.228.24.217,1,0,0,0
253.150.9.90,1,0,0,0
101.46.163.94,1,0,0,0
229.154.176.46,1,0,0,0
29.25.118.94,1,0,0,0
64.105.250.62,1,0,0,0
75.191.143.212,1,0,0,0
170.253.27.111,1,0,0,0
228.147.81.169,1,0,0,0
154.196.82.192,1,0,0,0
105.186.15.236,1,0,0,0
206.50.132.206,1,0,0,0
114.218.91.121,1,0,0,0
237.94.12.216,1,0,0,0
66.93.91.66,1,0,0,0
214.94.26.83,1,0,0,0
147.148.90.57,1,0,0,0
194.73.125.234,1,0,0,0
117.229.220.174,1,0,0,0
34.22.104.44,1,0,0,0
221.35.205.95,1,0,0,0
39.191.221.125,1,0,0,0
137.111.236.213,1,0,0,0
92.255.200.72,1,0,0,0
109.119.255.55,1,0,0,0
101.50.62.119,1,0,0,0
59.87.172.168,1,0,0,0
71.203.129.147,1,0,0,0
122.37.176.244,1,0,0,0
88.71.73.145,1,0,0,0
145.196.17.210,1,0,0,0
145.227.67.45,1,0,0,0
191.126.198.40,1,0,0,0
164.194.153.119,1,0,0,0
47.136.198.124,1,0,0,0
153.67.126.144,1,0,0,0
75.218.147.91,1,0,0,0
44.244.209.100,1,0,0,0
112.158.187.159,1,0,0,0
239.240.218.197,1,0,0,0
132.201.140.20,1,0,0,0
205.214.93.130,1,0,0,0
125.72.70.146,1,0,0,0
43.212.192.171,1,0,0,0
59.187.238.160,1,0,0,0
228.27.220.175,1,0,0,0
173.236.12.187,1,0,0,0
18.77.55.67,1,0,0,0
12.43.136.17,1,0,0,0
113.106.228.255,1,0,0,0
153.199.212.184,1,0,0,0
209.15.137.215,1,0,0,0
245.52.143.248,1,0,0,0
54.3.174.154,1,0,0,0
152.139.232.4,1,0,0,0
79.226.31.189,1,0,0,0
146.222.146.117,1,0,0,0
255.23.148.252,1,0,0,0
254.88.201.96,1,0,0,0
35.65.127.180,1,0,0,0
123.85.220.17,1,0,0,0
163.251.124.9,1,0,0,0
122.133.252.97,1,0,0,0
143.192.21.211,1,0,0,0
100.156.74.79,1,0,0,0
63.106.194.220,1,0,0,0
30.53.11.212,1,0,0,0
219.26.106.117,1,0,0,0
166.55.64.246,1,0,0,0
171.5.154.210,1,0,0,0
79.237.160.247,1,0,0,0
143.222.41.122,1,0,0,0
255.61.145.35,1,0,0,0
182.189.54.249,1,0,0,0
154.197.7.106,0,0,0,1
249.40.192.131,1,0,0,0
32.150.138.247,1,0,0,0
80.221.160.129,1,0,0,0
77.92.211.252,1,0,0,0
176.188.55.226,1,0,0,0
195.70.90.55,1,0,0,0
140.152.46.18,1,0,0,0
20.165.254.95,1,0,0,0
210.123.76.5,1,0,0,0
92.115.118.12,1,0,0,0
73.160.50.118,1,0,0,0
217.200.206.69,1,0,0,0
22.168.246.223,1,0,0,0
56.247.197.13,1,0,0,0
119.201.15.136,1,0,0,0
111.94.153.204,1,0,0,0
204.81.254.215,1,0,0,0
237.127.173.109,1,0,0,0
97.156.60.253,1,0,0,0
242.232.22.83,1,0,0,0
13.75.218.78,1,0,0,0
234.84.25.10,1,0,0,0
22.61.50.134,1,0,0,0
200.114.11.33,1,0,0,0
235.117.203.89,1,0,0,0
14.223.72.74,1,0,0,0
155.39.81.184,1,0,0,0
6.71.147.76,1,0,0,0
102.32.217.183,1,0,0,0
132.204.251.120,0,0,0,1
145.49.149.145,1,0,0,0
171.97.216.57,1,0,0,0
