id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
123,proxy123,0.72,1.07,1.02,0.77,1.0,0.5,3,0
124,proxy124,0.54,1.06,1.22,0.57,0.99,0.5,3,0
125,proxy125,0.87,1.07,0.66,0.92,1.0,1.17,7,0
126,proxy126,1.06,1.24,0.68,1.13,1.0,1.0,6,0
127,proxy127,0.74,0.9,1.03,0.78,0.99,0.67,4,0
128,proxy128,1.05,0.81,0.73,1.12,1.0,1.0,6,0
129,proxy129,0.96,1.1,1.23,1.02,1.01,1.0,6,0
130,proxy130,1.12,1.13,1.01,1.19,1.0,1.17,7,0
131,proxy131,1.04,0.84,0.88,1.11,1.01,1.33,8,0
132,proxy132,1.67,1.36,0.95,1.77,1.01,1.67,10,0
133,proxy133,0.33,0.86,0.82,0.35,0.99,0.5,3,0
134,proxy134,0.59,1.28,0.71,0.63,0.99,0.67,4,0
135,proxy135,1.42,1.28,1.12,1.51,1.01,1.33,8,0
136,proxy136,1.41,0.88,1.05,1.5,1.01,1.5,9,0
137,proxy137,1.52,1.05,1.0,1.62,1.0,1.17,7,0
138,proxy138,0.81,0.82,0.84,0.87,0.99,0.67,4,0
139,proxy139,1.44,0.87,1.25,1.53,1.0,1.67,10,0
140,proxy140,7.99,0.98,1.11,8.51,1.0,1.17,7,1
141,proxy141,1.47,0.93,1.25,1.56,1.0,1.0,6,0
142,proxy142,1.12,0.83,0.79,1.19,1.0,0.83,5,0
143,proxy143,1.28,1.38,1.16,1.36,1.01,1.83,11,0
144,proxy144,0.4,1.37,0.96,0.42,1.0,0.67,4,0
145,proxy145,1.34,0.8,1.17,1.43,1.0,1.17,7,0
146,proxy146,46.39,1.24,3.9,435.29,5.82,1.67,10,1
147,proxy147,0.74,1.21,1.0,0.79,1.0,1.0,6,0
148,proxy148,2.06,0.86,0.95,2.19,1.01,1.83,11,0
149,proxy149,1.29,1.41,1.28,1.38,1.0,1.17,7,0
150,proxy150,0.91,0.77,1.12,0.97,0.99,0.83,5,0
