id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
60,proxy60,0.53,1.05,0.77,0.53,0.99,0.5,4,0
61,proxy61,0.96,0.93,1.34,0.96,0.99,0.75,6,0
62,proxy62,0.4,0.88,0.94,0.4,0.99,0.75,6,0
63,proxy63,1.54,1.02,1.3,1.54,1.01,1.62,13,0
64,proxy64,0.27,1.04,1.01,0.27,0.99,0.5,4,0
65,proxy65,1.47,0.78,1.13,1.47,1.01,1.38,11,0
66,proxy66,0.57,0.72,0.72,0.57,1.0,0.88,7,0
67,proxy67,1.22,1.05,0.92,1.22,1.01,1.12,9,0
68,proxy68,2.05,1.23,1.38,2.05,1.02,1.62,13,0
69,proxy69,0.99,0.96,0.79,0.99,1.0,0.88,7,0
70,proxy70,0.76,0.87,0.95,0.76,1.0,1.0,8,0
71,proxy71,1.51,0.75,1.32,1.51,1.01,1.12,9,0
72,proxy72,1.05,0.93,0.72,1.05,1.01,1.5,12,0
73,proxy73,1.99,0.79,0.79,1.99,1.01,1.5,12,0
74,proxy74,1.21,1.25,0.77,1.21,1.0,0.75,6,0
75,proxy75,1.13,1.05,1.22,1.13,1.0,1.0,8,0
76,proxy76,0.68,0.92,1.4,0.68,0.99,0.62,5,0
77,proxy77,0.6,0.97,0.74,0.6,0.99,0.62,5,0
78,proxy78,1.54,1.03,0.71,1.54,1.02,1.5,12,0
79,proxy79,1.61,0.7,1.05,1.61,1.0,1.5,12,0
80,proxy80,1.04,1.24,0.93,1.04,1.0,1.25,10,0
81,proxy81,0.75,0.76,1.06,0.75,0.99,0.75,6,0
82,proxy82,0.65,1.28,1.1,0.65,1.0,0.62,5,0
83,proxy83,1.16,1.08,1.23,1.16,1.01,1.12,9,0
84,proxy84,1.56,0.8,1.06,1.56,1.0,1.5,12,0
85,proxy85,0.91,1.05,1.3,0.91,0.99,0.75,6,0
86,proxy86,1.57,1.0,1.26,1.57,1.01,1.5,12,0
87,proxy87,0.49,0.82,1.38,0.49,0.99,0.5,4,0
88,proxy88,0.72,1.28,1.07,0.72,0.99,0.75,6,0
89,proxy89,0.92,0.82,1.15,0.92,1.0,1.25,10,0
90,proxy90,0.47,0.87,1.42,0.47,0.99,0.88,7,0
91,proxy91,0.78,0.95,0.92,0.78,0.99,0.5,4,0
92,proxy92,1.43,1.23,0.97,1.43,1.0,1.12,9,0
93,proxy93,0.48,0.82,0.94,0.48,0.99,0.75,6,0
94,proxy94,0.98,0.73,0.89,0.98,1.0,0.75,6,0
95,proxy95,1.76,0.79,1.33,1.76,1.03,1.88,15,0
96,proxy96,1.7,0.87,1.09,1.7,1.0,1.25,10,0
97,proxy97,0.57,1.25,0.96,0.57,1.0,0.62,5,0
98,proxy98,0.86,1.25,0.87,0.86,1.0,1.12,9,0
99,proxy99,1.27,0.82,1.39,1.27,1.01,1.62,13,0
100,proxy100,0.63,1.34,1.29,0.63,0.99,0.88,7,0
