id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
39,proxy39,0.89,1.36,0.7,0.89,1.0,0.88,7,0
40,proxy40,0.85,1.28,1.19,0.85,0.99,1.0,8,0
41,proxy41,0.63,0.78,1.1,0.63,1.0,0.88,7,0
42,proxy42,0.84,0.77,0.66,0.84,0.99,1.12,9,0
43,proxy43,1.4,0.89,0.72,1.4,1.01,1.5,12,0
44,proxy44,0.81,1.33,1.15,0.81,1.0,0.88,7,0
45,proxy45,0.69,1.31,1.21,0.69,0.99,0.62,5,0
46,proxy46,0.89,0.97,1.22,0.89,1.01,1.25,10,0
47,proxy47,0.57,1.18,1.13,0.57,0.99,0.62,5,0
48,proxy48,0.79,1.09,1.13,0.79,1.0,0.75,6,0
49,proxy49,0.89,0.8,0.7,0.89,1.0,1.0,8,0
50,proxy50,0.92,1.27,1.01,0.92,0.99,0.88,7,0
51,proxy51,0.97,1.25,0.89,0.97,0.99,0.62,5,0
52,proxy52,1.18,1.01,1.02,1.18,1.0,1.0,8,0
53,proxy53,0.51,0.95,1.22,0.51,0.99,1.0,8,0
54,proxy54,0.98,1.31,0.85,0.98,0.99,0.88,7,0
55,proxy55,1.05,0.69,0.8,1.05,0.99,0.88,7,0
56,proxy56,0.96,1.34,0.76,0.96,1.0,1.0,8,0
57,proxy57,1.11,0.78,1.22,1.11,1.0,0.88,7,0
58,proxy58,1.57,0.99,0.8,1.57,1.01,1.5,12,0
59,proxy59,0.82,1.34,1.11,0.82,0.99,0.62,5,0
60,proxy60,1.58,0.98,1.18,1.58,1.02,1.88,15,0
61,proxy61,0.54,0.71,0.93,0.54,0.99,0.62,5,0
62,proxy62,1.2,0.99,1.28,1.2,1.01,0.88,7,0
63,proxy63,1.25,0.96,0.68,1.25,1.0,1.12,9,0
64,proxy64,2.21,0.73,0.67,2.21,1.01,1.75,14,0
65,proxy65,0.52,0.87,0.99,0.52,0.98,0.38,3,0
66,proxy66,1.03,0.83,0.67,1.03,1.0,1.0,8,0
67,proxy67,0.69,1.26,1.13,0.69,1.0,0.62,5,0
68,proxy68,0.71,1.0,0.84,0.71,0.99,0.75,6,0
69,proxy69,1.36,1.19,0.93,1.36,0.99,0.88,7,0
70,proxy70,1.3,1.11,1.28,1.3,1.0,1.0,8,0
71,proxy71,0.51,1.31,1.25,0.51,0.99,0.5,4,0
72,proxy72,1.18,1.34,1.24,1.18,1.0,1.12,9,0
73,proxy73,1.36,1.29,0.97,1.36,1.0,1.12,9,0
74,proxy74,1.15,0.93,0.77,1.15,0.99,0.88,7,0
75,proxy75,1.45,0.92,1.28,1.45,1.01,1.38,11,0
76,proxy76,0.6,0.76,1.23,0.6,1.0,0.75,6,0
77,proxy77,0.55,0.91,0.8,0.55,0.99,0.75,6,0
78,proxy78,1.39,0.87,0.78,1.39,1.0,1.12,9,0
79,proxy79,0.47,1.25,0.85,0.47,1.0,0.75,6,0
80,proxy80,1.35,1.32,1.07,1.35,1.02,1.5,12,0
81,proxy81,1.8,1.37,0.65,1.8,1.0,1.5,12,0
82,proxy82,1.2,0.92,0.8,1.2,1.0,1.0,8,0
83,proxy83,0.93,0.89,1.07,0.93,1.02,1.38,11,0
84,proxy84,1.66,1.33,1.19,1.66,1.01,1.25,10,0
85,proxy85,0.93,0.68,1.18,0.93,1.0,0.88,7,0
86,proxy86,1.44,0.92,1.24,1.44,1.01,1.38,11,0
87,proxy87,1.32,1.09,0.88,1.32,1.01,1.5,12,0
88,proxy88,0.56,1.31,1.13,0.56,1.0,0.62,5,0
89,proxy89,0.49,0.79,0.71,0.49,0.99,0.62,5,0
90,proxy90,1.39,1.17,1.17,1.39,1.01,1.12,9,0
91,proxy91,1.27,0.98,0.97,1.27,1.01,1.12,9,0
92,proxy92,0.6,1.35,1.07,0.6,0.99,0.62,5,0
93,proxy93,0.74,0.96,1.24,0.74,1.01,1.0,8,0
94,proxy94,0.77,0.87,1.1,0.77,1.0,0.88,7,0
95,proxy95,1.26,1.08,1.22,1.26,1.0,1.25,10,0
96,proxy96,1.02,1.02,0.68,1.02,0.99,1.12,9,0
97,proxy97,1.25,1.1,0.77,1.25,1.0,1.0,8,0
98,proxy98,1.78,1.36,1.02,1.78,1.0,1.5,12,0
99,proxy99,0.37,0.97,1.17,0.37,0.99,0.38,3,0
100,proxy100,1.27,1.2,1.01,1.27,1.0,1.12,9,0
