id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
119,proxy119,48.12,1.3,3.82,439.24,4.84,1.14,8,1
120,proxy120,35.66,1.02,4.42,370.66,5.82,0.86,6,1
121,proxy121,14.31,0.74,6.09,1.11,10.0,3.86,7,0
122,proxy122,1.19,0.72,1.26,1.19,1.0,0.86,6,0
123,proxy123,1.08,0.86,0.82,1.08,1.0,0.86,6,0
124,proxy124,1.5,1.07,0.88,1.5,1.01,1.43,10,0
125,proxy125,1.35,1.12,0.91,1.35,1.0,1.14,8,0
126,proxy126,1.5,0.77,1.13,1.5,1.0,1.29,9,0
127,proxy127,0.97,1.27,1.16,0.97,1.0,0.71,5,0
128,proxy128,1.34,0.73,0.96,1.34,1.0,0.86,6,0
129,proxy129,1.75,1.08,0.72,1.75,1.01,1.14,8,0
130,proxy130,1.0,1.1,1.03,1.0,1.0,0.71,5,0
131,proxy131,0.97,0.94,0.89,0.97,1.0,1.0,7,0
132,proxy132,0.98,1.2,1.18,0.98,1.0,0.71,5,0
133,proxy133,38.56,0.88,3.73,359.45,3.98,1.57,11,1
134,proxy134,9.96,0.98,1.01,9.96,1.0,1.0,7,1
135,proxy135,0.81,0.7,1.06,0.81,1.0,1.0,7,0
136,proxy136,1.21,1.23,1.13,1.21,1.01,1.29,9,0
137,proxy137,0.24,1.16,1.13,0.24,0.99,0.14,1,0
138,proxy138,1.17,1.03,0.71,1.17,1.0,1.29,9,0
139,proxy139,0.81,1.28,0.89,0.81,1.0,0.71,5,0
140,proxy140,0.88,1.07,0.79,0.88,1.0,1.0,7,0
141,proxy141,0.83,1.02,1.15,0.83,1.01,1.29,9,0
142,proxy142,0.81,1.35,1.26,0.81,1.0,1.14,8,0
143,proxy143,0.59,0.75,0.86,0.59,1.0,0.57,4,0
144,proxy144,26.13,1.24,5.23,1.6,8.48,4.29,10,0
145,proxy145,1.06,0.92,0.76,1.06,1.0,1.14,8,0
146,proxy146,2.04,0.91,0.99,2.04,1.02,1.57,11,0
147,proxy147,1.04,1.06,1.29,1.04,1.0,1.57,11,0
148,proxy148,0.93,0.81,0.88,0.93,1.0,0.86,6,0
149,proxy149,1.0,1.02,1.17,1.0,1.0,1.0,7,0
150,proxy150,1.17,0.72,0.95,1.17,1.01,1.0,7,0
