id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
76,proxy76,0.29,0.79,0.81,0.3,0.99,0.17,1,0
77,proxy77,1.05,1.18,1.02,1.08,0.99,1.0,6,0
78,proxy78,31.54,0.72,4.22,19.21,7.45,4.83,9,1
79,proxy79,26.93,0.69,7.52,1.36,9.02,4.5,7,0
80,proxy80,1.12,1.1,1.28,1.14,1.0,1.67,10,0
81,proxy81,0.9,0.85,1.27,0.92,1.0,1.0,6,0
82,proxy82,0.49,1.01,0.95,0.51,0.99,0.33,2,0
83,proxy83,0.37,0.93,1.27,0.38,0.99,0.67,4,0
84,proxy84,7.18,1.15,0.68,7.36,1.0,0.67,4,1
85,proxy85,1.54,0.82,0.82,1.58,1.0,1.17,7,0
86,proxy86,0.58,1.14,0.93,0.59,1.0,1.0,6,0
87,proxy87,0.65,1.16,1.22,0.66,1.0,0.67,4,0
88,proxy88,0.78,1.21,1.06,0.8,1.0,1.0,6,0
89,proxy89,46.97,0.7,3.68,459.05,4.92,1.5,9,1
90,proxy90,1.02,1.23,0.69,1.05,1.0,1.0,6,0
91,proxy91,0.52,1.19,1.26,0.54,0.99,0.5,3,0
92,proxy92,1.4,1.0,1.31,1.43,1.0,1.33,8,0
93,proxy93,1.38,1.04,1.24,1.41,1.0,1.33,8,0
94,proxy94,23.34,0.86,6.77,1.42,8.56,5.0,10,0
95,proxy95,8.12,0.92,1.12,8.33,1.01,1.67,10,1
96,proxy96,0.99,0.97,1.1,1.02,1.0,0.83,5,0
97,proxy97,0.59,1.11,0.75,0.61,1.0,0.83,5,0
98,proxy98,27.63,1.32,5.05,0.83,10.84,4.17,5,0
99,proxy99,1.17,0.95,0.76,1.2,1.01,1.5,9,0
100,proxy100,0.45,0.92,0.88,0.46,1.0,0.83,5,0
101,proxy101,43.87,1.26,3.34,459.04,4.34,1.33,8,1
102,proxy102,0.94,0.71,0.85,0.96,1.01,1.17,7,0
103,proxy103,0.94,0.84,0.85,0.96,1.0,1.17,7,0
104,proxy104,1.6,0.96,1.24,1.64,1.02,1.67,10,0
105,proxy105,25.0,0.73,6.02,1.25,9.52,4.33,6,0
106,proxy106,1.16,0.92,1.2,1.19,1.0,1.67,10,0
107,proxy107,29.18,1.12,5.31,1.16,7.65,4.33,6,0
108,proxy108,1.07,1.01,0.96,1.09,1.0,0.83,5,0
109,proxy109,39.97,1.09,4.19,453.08,4.03,1.0,6,1
110,proxy110,1.26,0.87,1.05,1.29,1.0,1.5,9,0
111,proxy111,0.35,1.31,0.76,0.36,0.99,0.67,4,0
112,proxy112,1.52,1.35,0.9,1.56,1.01,1.5,9,0
113,proxy113,2.47,1.15,0.75,2.53,1.03,2.5,15,0
114,proxy114,0.92,1.19,1.01,0.94,1.01,1.33,8,0
115,proxy115,1.31,0.86,0.69,1.34,1.01,1.5,9,0
116,proxy116,0.79,1.05,0.82,0.81,1.0,1.17,7,0
117,proxy117,0.7,0.73,0.72,0.72,1.0,1.0,6,0
118,proxy118,8.23,1.09,0.74,8.44,1.0,1.5,9,1
119,proxy119,1.3,1.31,0.66,1.33,1.0,1.17,7,0
120,proxy120,1.19,1.17,1.19,1.22,0.99,1.17,7,0
121,proxy121,0.48,0.84,0.85,0.49,0.99,0.5,3,0
122,proxy122,1.13,1.0,0.84,1.16,1.0,1.17,7,0
123,proxy123,0.76,1.06,1.1,0.78,1.0,0.83,5,0
124,proxy124,0.35,1.31,1.12,0.36,0.98,0.33,2,0
125,proxy125,1.14,1.0,0.74,1.17,1.0,1.33,8,0
126,proxy126,1.2,0.76,0.99,1.23,0.99,1.0,6,0
127,proxy127,0.37,1.29,0.99,0.38,0.99,0.5,3,0
128,proxy128,0.32,0.91,0.82,0.33,1.0,0.83,5,0
129,proxy129,1.06,0.84,1.1,1.09,0.99,0.83,5,0
130,proxy130,1.25,0.73,0.75,1.28,1.0,1.0,6,0
131,proxy131,0.92,1.06,0.99,0.94,1.0,1.33,8,0
132,proxy132,1.87,1.2,1.13,1.92,1.02,2.17,13,0
133,proxy133,1.39,1.12,1.25,1.43,1.01,1.33,8,0
134,proxy134,0.86,1.22,0.76,0.88,1.0,0.67,4,0
135,proxy135,0.24,1.01,0.94,0.24,0.99,0.33,2,0
136,proxy136,1.31,1.23,1.18,1.34,1.02,2.0,12,0
137,proxy137,48.88,1.01,3.84,427.36,5.93,1.17,7,1
138,proxy138,0.87,1.14,1.3,0.89,1.0,1.0,6,0
139,proxy139,0.58,0.71,0.85,0.59,0.99,1.0,6,0
140,proxy140,0.66,0.94,1.06,0.68,1.0,1.0,6,0
141,proxy141,1.6,0.74,0.94,1.64,1.01,1.5,9,0
142,proxy142,0.71,1.16,0.97,0.72,1.01,1.33,8,0
143,proxy143,1.32,1.34,1.02,1.36,1.01,1.0,6,0
144,proxy144,0.04,0.81,1.07,0.04,0.99,0.33,2,0
145,proxy145,0.86,0.91,0.89,0.88,1.0,0.83,5,0
146,proxy146,1.54,0.9,1.27,1.58,1.02,1.67,10,0
147,proxy147,0.51,1.27,1.0,0.53,1.0,1.0,6,0
148,proxy148,1.13,1.26,1.24,1.16,1.0,1.0,6,0
149,proxy149,1.04,1.31,1.31,1.07,1.0,1.0,6,0
150,proxy150,1.2,0.73,1.07,1.23,1.01,1.33,8,0
