id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
115,proxy115,0.75,1.14,1.01,0.76,0.99,0.62,4,0
116,proxy116,1.67,0.82,0.72,1.67,1.01,1.69,11,0
117,proxy117,1.0,0.66,0.73,1.01,1.01,1.23,8,0
118,proxy118,0.96,0.79,1.16,0.97,1.0,0.77,5,0
119,proxy119,1.39,0.8,0.77,1.39,1.0,1.38,9,0
120,proxy120,0.63,1.31,1.11,0.63,1.0,0.62,4,0
121,proxy121,0.11,1.07,0.84,0.11,0.99,0.46,3,0
122,proxy122,0.61,1.03,1.1,0.61,0.99,0.46,3,0
123,proxy123,0.42,1.18,0.91,0.42,0.99,0.62,4,0
124,proxy124,1.88,0.67,0.9,1.89,1.02,2.15,14,0
125,proxy125,0.31,1.05,0.9,0.31,0.99,0.46,3,0
126,proxy126,0.82,1.27,1.18,0.82,1.0,0.77,5,0
127,proxy127,2.09,0.68,1.16,2.1,1.03,2.0,13,0
128,proxy128,0.63,1.17,1.04,0.63,0.99,0.77,5,0
129,proxy129,0.73,0.73,0.85,0.74,0.99,0.62,4,0
130,proxy130,28.33,0.82,6.93,1.49,7.06,4.62,10,0
131,proxy131,1.03,0.97,0.85,1.03,1.0,1.38,9,0
132,proxy132,0.68,1.12,1.21,0.69,1.0,0.92,6,0
133,proxy133,10.67,1.23,1.14,10.71,1.01,1.54,10,1
134,proxy134,0.7,1.04,0.91,0.71,0.99,0.77,5,0
135,proxy135,1.05,1.13,0.75,1.05,1.0,1.08,7,0
136,proxy136,0.29,0.8,0.7,0.29,1.0,0.77,5,0
137,proxy137,0.95,1.31,0.92,0.95,1.0,0.77,5,0
138,proxy138,0.89,0.82,1.27,0.9,0.99,0.62,4,0
139,proxy139,0.93,0.97,0.8,0.94,1.0,1.23,8,0
140,proxy140,0.4,1.16,0.93,0.4,0.99,0.46,3,0
141,proxy141,0.74,0.96,0.67,0.74,1.0,1.08,7,0
142,proxy142,8.6,1.22,1.07,8.63,1.01,1.08,7,1
143,proxy143,14.65,0.87,6.66,1.24,9.15,4.0,6,0
144,proxy144,0.41,0.71,0.72,0.41,0.99,0.46,3,0
145,proxy145,1.3,1.26,1.0,1.31,1.01,1.08,7,0
146,proxy146,10.89,0.98,0.91,10.93,1.0,2.0,13,1
147,proxy147,1.72,0.71,0.79,1.72,1.0,1.23,8,0
148,proxy148,1.21,0.93,0.87,1.22,1.0,1.38,9,0
149,proxy149,0.42,1.26,1.22,0.42,0.99,0.46,3,0
150,proxy150,0.77,0.8,1.08,0.77,0.99,0.77,5,0
