id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
117,proxy117,1.12,0.94,0.67,1.13,1.0,1.0,6,0
118,proxy118,0.28,0.74,0.76,0.29,0.99,0.33,2,0
119,proxy119,0.3,0.93,0.91,0.31,0.99,0.67,4,0
120,proxy120,0.9,0.86,0.96,0.91,1.0,1.0,6,0
121,proxy121,0.91,0.86,0.88,0.93,0.99,0.83,5,0
122,proxy122,1.99,0.99,1.07,2.03,1.0,1.5,9,0
123,proxy123,0.31,1.04,1.16,0.32,0.99,0.5,3,0
124,proxy124,0.96,0.75,1.15,0.97,0.99,0.83,5,0
125,proxy125,0.41,1.11,0.74,0.42,0.99,0.33,2,0
126,proxy126,1.41,1.2,1.11,1.44,1.0,1.0,6,0
127,proxy127,1.21,0.73,0.86,1.23,1.01,1.5,9,0
128,proxy128,25.05,0.8,6.82,1.31,6.69,4.5,7,0
129,proxy129,0.48,1.09,0.92,0.49,0.99,0.67,4,0
130,proxy130,0.64,0.81,0.88,0.65,0.99,0.83,5,0
131,proxy131,1.83,1.04,1.08,1.87,1.01,1.83,11,0
132,proxy132,1.42,1.01,0.94,1.44,1.01,1.67,10,0
133,proxy133,0.94,1.09,1.15,0.96,1.0,1.0,6,0
134,proxy134,0.32,1.21,1.12,0.32,0.99,0.5,3,0
135,proxy135,0.92,0.7,0.86,0.93,1.0,1.0,6,0
136,proxy136,1.04,1.01,1.06,1.05,1.0,1.17,7,0
137,proxy137,10.47,0.84,0.99,10.64,1.0,1.17,7,1
138,proxy138,0.77,1.02,0.69,0.78,1.0,1.17,7,0
139,proxy139,0.53,0.96,1.06,0.54,0.99,0.5,3,0
140,proxy140,0.94,0.72,0.77,0.95,0.99,0.83,5,0
141,proxy141,0.27,0.89,0.97,0.28,0.99,0.67,4,0
142,proxy142,0.48,0.82,0.92,0.48,0.99,0.5,3,0
143,proxy143,1.33,0.9,0.95,1.35,1.0,1.5,9,0
144,proxy144,29.54,0.85,6.0,1.85,8.28,4.83,9,0
145,proxy145,1.34,0.7,1.21,1.36,1.01,1.67,10,0
146,proxy146,1.49,1.09,1.02,1.51,1.0,1.33,8,0
147,proxy147,0.83,1.25,0.67,0.84,0.99,1.0,6,0
148,proxy148,0.93,1.03,0.74,0.95,1.0,1.0,6,0
149,proxy149,1.18,0.85,0.79,1.2,1.0,1.0,6,0
150,proxy150,0.94,1.08,0.8,0.95,1.0,1.17,7,0
