Starting training...
Epoch 1/1000, Train Loss: 0.3127, Validation Loss: 0.1307, Train Accuracy: 0.9866, Validation Accuracy: 0.9811
Epoch 36/1000, Train Loss: 0.0050, Validation Loss: 0.0073, Train Accuracy: 0.9967, Validation Accuracy: 0.9972
Epoch 37/1000, Train Loss: 0.0045, Validation Loss: 0.0063, Train Accuracy: 0.9979, Validation Accuracy: 0.9993
Epoch 38/1000, Train Loss: 0.0046, Validation Loss: 0.0064, Train Accuracy: 0.9983, Validation Accuracy: 0.9993
Epoch 39/1000, Train Loss: 0.0039, Validation Loss: 0.0071, Train Accuracy: 0.9987, Validation Accuracy: 0.9993
Epoch 40/1000, Train Loss: 0.0036, Validation Loss: 0.0057, Train Accuracy: 0.9989, Validation Accuracy: 0.9989
Epoch 41/1000, Train Loss: 0.0041, Validation Loss: 0.0097, Train Accuracy: 0.9979, Validation Accuracy: 0.9972
Epoch 42/1000, Train Loss: 0.0065, Validation Loss: 0.0085, Train Accuracy: 0.9971, Validation Accuracy: 0.9979
Epoch 43/1000, Train Loss: 0.0118, Validation Loss: 0.0104, Train Accuracy: 0.9946, Validation Accuracy: 0.9965
Epoch 44/1000, Train Loss: 0.0082, Validation Loss: 0.0078, Train Accuracy: 0.9966, Validation Accuracy: 0.9979
Epoch 45/1000, Train Loss: 0.0084, Validation Loss: 0.0080, Train Accuracy: 0.9955, Validation Accuracy: 0.9972
Epoch 46/1000, Train Loss: 0.0069, Validation Loss: 0.0081, Train Accuracy: 0.9970, Validation Accuracy: 0.9975
Epoch 47/1000, Train Loss: 0.0053, Validation Loss: 0.0063, Train Accuracy: 0.9983, Validation Accuracy: 0.9982
Epoch 48/1000, Train Loss: 0.0042, Validation Loss: 0.0062, Train Accuracy: 0.9979, Validation Accuracy: 0.9982
Training completed!
