id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
72,proxy72,1.57,1.03,0.7,1.57,1.0,1.25,10,0
73,proxy73,1.75,1.27,0.71,1.75,1.02,1.5,12,0
74,proxy74,1.46,0.9,1.01,1.46,1.0,1.12,9,0
75,proxy75,1.19,0.8,0.95,1.19,1.0,1.0,8,0
76,proxy76,0.76,0.83,1.0,0.76,1.0,0.62,5,0
77,proxy77,0.68,0.7,1.16,0.68,1.0,0.62,5,0
78,proxy78,0.59,1.16,1.22,0.59,0.99,0.75,6,0
79,proxy79,1.38,1.26,1.16,1.38,1.02,1.5,12,0
80,proxy80,0.62,0.94,0.7,0.62,0.99,0.62,5,0
81,proxy81,0.87,0.65,1.21,0.87,1.0,0.75,6,0
82,proxy82,1.4,1.24,1.12,1.4,1.0,1.12,9,0
83,proxy83,0.27,0.76,0.72,0.27,0.99,0.5,4,0
84,proxy84,0.84,0.8,1.09,0.84,1.01,1.12,9,0
85,proxy85,1.0,1.13,1.07,1.0,1.0,0.88,7,0
86,proxy86,0.95,1.11,0.91,0.95,1.0,1.0,8,0
87,proxy87,0.93,1.24,1.15,0.93,1.0,1.0,8,0
88,proxy88,0.7,0.91,0.8,0.7,1.0,1.0,8,0
89,proxy89,0.49,0.72,0.97,0.49,1.0,0.62,5,0
90,proxy90,0.42,0.75,0.83,0.42,0.99,0.5,4,0
91,proxy91,1.26,0.83,1.0,1.26,1.01,1.62,13,0
92,proxy92,1.33,0.77,1.06,1.33,1.0,1.12,9,0
93,proxy93,0.54,0.76,0.89,0.54,1.0,0.88,7,0
94,proxy94,1.17,1.06,1.21,1.17,1.0,1.12,9,0
95,proxy95,0.68,0.84,1.1,0.68,1.0,1.0,8,0
96,proxy96,0.76,1.0,0.73,0.76,1.0,0.75,6,0
97,proxy97,1.11,0.75,0.74,1.11,1.0,0.88,7,0
98,proxy98,0.68,1.04,1.27,0.68,0.99,0.5,4,0
99,proxy99,1.63,1.04,0.91,1.63,1.0,1.25,10,0
100,proxy100,0.1,0.72,0.84,0.1,0.98,0.12,1,0
